ID_Cliente,Ubicacion,Tipo_Propiedad,Estrato,Consumo_Enero,Consumo_Febrero,Consumo_Marzo,Consumo_Abril,Consumo_Mayo,Consumo_Junio,Pago_Enero,Pago_Febrero,Pago_Marzo,Pago_Abril,Pago_Mayo,Pago_Junio,Facturas_Atrasadas,Inspecciones,Reclamos,Fraude
3132,Ciudad A,Residencial,3,986,2740,2806,1371,2860,3972,138,384,393,192,400,556,1,0,3,No
3133,Ciudad A,Residencial,2,3559,3872,3878,3652,2106,1208,498,542,543,511,295,169,0,0,0,No
3134,Ciudad A,Comercial,2,1426,1962,3958,3333,613,1452,200,275,554,467,86,203,3,3,1,Si
3135,Ciudad B,Residencial,2,2304,900,1601,914,2990,1397,323,126,224,128,419,196,0,1,3,Si
3136,Ciudad A,Residencial,2,1854,3263,1896,3021,3416,3040,260,457,265,423,478,426,1,1,1,No
3137,Ciudad C,Comercial,2,2447,3430,3979,2065,2636,3830,343,480,557,289,369,536,3,3,0,Si
3138,Ciudad B,Residencial,3,896,2503,2956,1156,2801,1919,125,350,414,162,392,269,0,0,0,No
3139,Ciudad A,Comercial,2,3521,3460,917,3143,2208,2204,493,484,128,440,309,309,1,1,0,No
3140,Ciudad C,Residencial,3,2222,2754,3311,685,1811,536,311,386,464,96,254,75,2,2,3,No
3141,Ciudad B,Residencial,3,2737,1357,3084,3669,3268,1900,383,190,432,514,458,266,1,1,1,No
3142,Ciudad A,Comercial,2,599,2053,628,2579,1246,3448,84,287,88,361,174,483,3,0,0,Si
3143,Ciudad C,Residencial,2,1562,1900,1499,634,3504,855,219,266,210,89,491,120,0,1,0,No
3144,Ciudad A,Residencial,2,3045,1306,1057,1445,2286,2101,426,183,148,202,320,294,4,1,0,Si
3145,Ciudad A,Residencial,3,3980,742,3131,2621,515,2332,557,104,438,367,72,326,2,0,1,No
3146,Ciudad A,Comercial,4,897,1064,1261,3189,2955,3339,126,149,177,446,414,467,1,1,1,No
3147,Ciudad A,Residencial,3,1193,2855,2555,3010,2110,2132,167,400,358,421,295,298,4,1,1,No
3148,Ciudad B,Residencial,3,2669,2641,1169,1218,2160,2141,374,370,164,171,302,300,1,1,0,No
3149,Ciudad A,Comercial,4,1911,3639,3541,897,3583,812,268,509,496,126,502,114,0,0,0,No
3150,Ciudad C,Residencial,2,3623,3043,1282,2986,705,568,507,426,179,418,99,80,1,2,3,Si
3151,Ciudad B,Comercial,3,3864,856,2026,1657,2808,1810,541,120,284,232,393,253,0,1,1,No
3152,Ciudad A,Residencial,1,3526,992,972,3876,2182,3343,494,139,136,543,305,468,1,3,0,Si
3153,Ciudad C,Residencial,2,3710,1140,2227,2795,2783,1734,519,160,312,391,390,243,1,0,1,No
3154,Ciudad B,Comercial,3,3906,1210,2988,1485,1211,3204,547,169,418,208,170,449,4,2,3,No
3155,Ciudad A,Residencial,2,3431,2258,1989,1159,704,3437,480,316,278,162,99,481,3,1,1,Si
3156,Ciudad C,Residencial,3,3199,1811,3118,1292,3262,2637,448,254,437,181,457,369,1,1,1,No
3157,Ciudad A,Residencial,2,1874,672,641,3684,1764,1901,262,94,90,516,247,266,0,3,1,Si
3158,Ciudad A,Comercial,4,2713,2391,3729,2140,2663,2530,380,335,522,300,373,354,0,1,0,No
3159,Ciudad A,Residencial,3,1556,2674,2678,517,3906,3641,218,374,375,72,547,510,1,0,1,No
3160,Ciudad A,Residencial,3,3751,1021,2323,1382,3114,1314,525,143,325,193,436,184,2,3,3,No
3161,Ciudad B,Comercial,3,2560,2277,1308,1333,674,2355,358,319,183,187,94,330,0,0,1,No
3162,Ciudad A,Residencial,3,1811,917,1713,3770,3555,1819,254,128,240,528,498,255,2,2,3,No
3163,Ciudad C,Comercial,3,2156,3093,725,659,3651,828,302,433,102,92,511,116,1,1,1,No
3164,Ciudad B,Residencial,1,1950,1129,2790,3273,1620,3461,273,158,391,458,227,485,2,1,1,Si
3165,Ciudad A,Residencial,1,2316,2334,3451,2945,1085,2841,324,327,483,412,152,398,3,1,3,Si
3166,Ciudad C,Comercial,4,3016,3745,2753,3337,1869,1015,422,524,385,467,262,142,0,1,0,No
3167,Ciudad B,Residencial,3,2302,3126,2495,1420,2068,3385,322,438,349,199,290,474,3,3,1,No
3168,Ciudad A,Residencial,3,1912,759,1827,3027,693,595,268,106,256,424,97,83,1,0,1,No
3169,Ciudad C,Residencial,4,890,915,2724,3821,2808,3884,125,128,381,535,393,544,1,1,1,No
3170,Ciudad A,Comercial,1,3792,1179,2873,3974,2016,2780,531,165,402,556,282,389,1,0,3,Si
3171,Ciudad A,Residencial,3,1264,3315,1252,2183,1451,3511,177,464,175,306,203,492,1,1,0,No
3172,Ciudad A,Residencial,3,2278,2634,2375,2060,935,2330,319,369,333,288,131,326,1,2,3,No
3173,Ciudad A,Comercial,3,1383,2428,3180,3757,3037,2825,194,340,445,526,425,396,1,0,0,No
3174,Ciudad B,Residencial,2,1303,1651,943,2642,1624,2111,182,231,132,370,227,296,1,2,2,Si
3175,Ciudad A,Comercial,2,1626,2251,2499,744,2681,3685,228,315,350,104,375,516,3,3,0,Si
3176,Ciudad C,Residencial,2,3535,720,2718,2921,3763,545,495,101,381,409,527,76,1,1,1,No
3177,Ciudad B,Residencial,2,3314,1659,1623,2619,2033,1443,464,232,227,367,285,202,3,2,2,Si
3178,Ciudad A,Comercial,4,3763,3256,501,3178,963,2147,527,456,70,445,135,301,0,1,0,No
3179,Ciudad C,Residencial,3,2906,2564,1686,1157,2128,2775,407,359,236,162,298,389,0,1,0,No
3180,Ciudad B,Residencial,3,748,3821,3200,2134,2713,1990,105,535,448,299,380,279,4,1,3,No
3181,Ciudad A,Residencial,3,1150,2990,2712,1507,1728,3108,161,419,380,211,242,435,0,0,1,No
3182,Ciudad C,Comercial,1,3722,2262,2517,3979,3188,870,521,317,352,557,446,122,4,3,2,Si
3183,Ciudad A,Residencial,4,1417,2510,2861,3282,3473,2403,198,351,401,459,486,336,0,1,1,No
3184,Ciudad A,Residencial,3,2864,638,3696,1826,3940,1535,401,89,517,256,552,215,4,1,3,No
3185,Ciudad A,Comercial,3,2052,1185,697,1603,2860,981,287,166,98,224,400,137,3,3,0,No
3186,Ciudad A,Residencial,3,2191,3404,2966,2969,669,3160,307,477,415,416,94,442,0,0,0,No
3187,Ciudad B,Comercial,1,591,1511,1110,2830,2120,1135,83,212,155,396,297,159,4,0,0,Si
3188,Ciudad A,Residencial,3,1636,2833,1224,1603,1112,3474,229,397,171,224,156,486,1,1,1,No
3189,Ciudad C,Residencial,4,3857,3698,1432,1596,1074,1048,540,518,200,223,150,147,0,0,0,No
3190,Ciudad B,Comercial,3,1693,1110,2740,1521,525,1556,237,155,384,213,74,218,4,1,3,No
3191,Ciudad A,Residencial,2,1771,1140,1118,2334,3709,743,248,160,157,327,519,104,0,1,1,No
3192,Ciudad C,Residencial,2,2735,3706,1281,2983,789,1715,383,519,179,418,110,240,1,3,0,Si
3193,Ciudad B,Residencial,2,1823,1197,3434,707,1808,3887,255,168,481,99,253,544,1,1,1,No
3194,Ciudad A,Comercial,2,2245,1207,871,2058,2728,1998,314,169,122,288,382,280,2,0,3,Si
3195,Ciudad C,Residencial,1,1147,3336,3134,552,1969,3419,161,467,439,77,276,479,0,2,0,Si
3196,Ciudad A,Residencial,4,2975,905,592,1993,1239,1727,417,127,83,279,173,242,1,1,1,No
3197,Ciudad A,Comercial,3,3542,1144,2624,3029,799,2533,496,160,367,424,112,355,3,2,3,No
3198,Ciudad A,Residencial,2,2597,1371,2357,3338,2756,1997,364,192,330,467,386,280,0,0,0,No
3199,Ciudad A,Comercial,4,3491,1310,3250,2434,3420,3105,489,183,455,341,479,435,1,1,1,No
3200,Ciudad B,Residencial,3,1759,3382,1248,2246,3172,2919,246,473,175,314,444,409,3,1,1,No
3201,Ciudad A,Residencial,3,3497,3380,2958,1223,548,2742,490,473,414,171,77,384,0,1,1,No
3202,Ciudad C,Comercial,2,3945,2792,1077,3184,2871,816,552,391,151,446,402,114,1,0,2,Si
3203,Ciudad B,Residencial,3,3400,1067,2774,1521,3133,1802,476,149,388,213,439,252,0,1,0,No
3204,Ciudad A,Residencial,3,933,2977,2612,2024,549,2487,131,417,366,283,77,348,4,0,2,No
3205,Ciudad C,Residencial,3,1706,697,3912,1402,2670,2419,239,98,548,196,374,339,0,1,0,No
3206,Ciudad B,Comercial,2,3949,1782,2083,928,1435,1632,553,249,292,130,201,228,1,1,1,No
3207,Ciudad A,Residencial,2,2558,3302,3963,3895,3795,1671,358,462,555,545,531,234,3,1,1,Si
3208,Ciudad C,Residencial,2,2457,2619,1839,3784,2248,3976,344,367,257,530,315,557,0,0,0,No
3209,Ciudad A,Comercial,3,3781,2388,1162,2379,1019,1558,529,334,163,333,143,218,1,1,1,No
3210,Ciudad A,Residencial,2,2395,3935,2118,2584,3864,3564,335,551,297,362,541,499,1,3,2,Si
3211,Ciudad A,Comercial,3,1867,2275,3630,1977,3450,977,261,319,508,277,483,137,1,0,0,No
3212,Ciudad A,Residencial,1,3274,1634,1257,3531,2471,3492,458,229,176,494,346,489,2,3,0,Si
3213,Ciudad B,Residencial,2,2260,2560,3744,2688,1964,1150,316,358,524,376,275,161,1,0,1,No
3214,Ciudad A,Comercial,1,2457,1474,3935,3966,1055,2420,344,206,551,555,148,339,2,1,0,Si
3215,Ciudad C,Residencial,2,1782,1768,3743,2354,3436,1042,249,248,524,330,481,146,4,1,2,Si
3216,Ciudad B,Residencial,4,1541,2574,3610,1941,1612,2688,216,360,505,272,226,376,0,1,1,No
3217,Ciudad A,Residencial,2,561,2421,693,2375,1180,1659,79,339,97,333,165,232,2,0,1,Si
3218,Ciudad C,Comercial,2,3423,1566,2419,1485,3259,1275,479,219,339,208,456,179,1,1,1,No
3219,Ciudad B,Residencial,4,3051,1676,3582,2880,3899,1412,427,235,501,403,546,198,0,0,0,No
3220,Ciudad A,Residencial,2,1576,2281,1129,1438,514,3028,221,319,158,201,72,424,2,0,0,Si
3221,Ciudad C,Comercial,4,2269,2961,2806,527,839,3614,318,415,393,74,117,506,0,1,1,No
3222,Ciudad A,Residencial,3,2845,2306,518,2657,724,3526,398,323,73,372,101,494,0,3,2,No
3223,Ciudad A,Comercial,2,1550,2448,3000,3510,1847,1370,217,343,420,491,259,192,0,0,0,No
3224,Ciudad A,Residencial,3,2330,1238,1771,3632,1863,3808,326,173,248,508,261,533,3,0,3,No
3225,Ciudad A,Residencial,2,2359,1700,1671,889,1435,1427,330,238,234,124,201,200,2,0,2,Si
3226,Ciudad B,Comercial,4,3405,1452,1309,2481,2658,3520,477,203,183,347,372,493,0,0,1,No
3227,Ciudad A,Residencial,2,3204,3113,1701,998,2798,3043,449,436,238,140,392,426,0,0,0,Si
3228,Ciudad C,Residencial,3,1007,3357,626,3419,3813,1601,141,470,88,479,534,224,1,1,1,No
3229,Ciudad B,Residencial,2,3146,3089,782,801,2627,2271,440,432,109,112,368,318,1,0,1,No
3230,Ciudad A,Comercial,3,1063,2940,3803,1999,2905,2867,149,412,532,280,407,401,4,1,2,No
3231,Ciudad C,Residencial,3,3484,3073,1050,1326,3368,1050,488,430,147,186,472,147,1,1,1,No
3232,Ciudad B,Residencial,1,1210,2606,2543,3866,635,1746,169,365,356,541,89,244,3,1,3,Si
3233,Ciudad A,Comercial,4,2247,2293,857,3244,2981,2641,315,321,120,454,417,370,1,1,0,No
3234,Ciudad C,Residencial,3,2514,1608,939,1192,850,1060,352,225,131,167,119,148,4,3,3,No
3235,Ciudad A,Comercial,3,2406,1282,1215,743,2038,3873,337,179,170,104,285,542,1,2,3,No
3236,Ciudad A,Residencial,2,1939,1290,1196,3812,1997,590,271,181,167,534,280,83,0,0,1,No
3237,Ciudad A,Residencial,2,3094,3941,3766,1466,2967,1181,433,552,527,205,415,165,2,0,3,Si
3238,Ciudad A,Comercial,3,1252,2173,863,1979,2073,3240,175,304,121,277,290,454,1,1,0,No
3239,Ciudad B,Residencial,4,1299,1790,3917,2009,2305,3803,182,251,548,281,323,532,0,0,1,No
3240,Ciudad A,Residencial,3,3827,1523,1294,1630,3657,1144,536,213,181,228,512,160,0,2,2,No
3241,Ciudad C,Residencial,4,3790,858,2058,2780,1539,1977,531,120,288,389,215,277,0,0,1,No
3242,Ciudad B,Comercial,3,2469,2992,3587,2548,3687,1471,346,419,502,357,516,206,1,1,3,No
3243,Ciudad A,Residencial,3,2370,3068,2532,1040,1228,2232,332,430,354,146,172,312,1,1,0,No
3244,Ciudad C,Residencial,1,1263,847,1975,2913,887,2010,177,119,277,408,124,281,2,0,0,Si
3245,Ciudad B,Comercial,2,1067,2219,1903,3900,1529,2882,149,311,266,546,214,403,1,0,3,Si
3246,Ciudad A,Residencial,2,3823,3721,3301,1042,3894,1552,535,521,462,146,545,217,0,1,0,No
3247,Ciudad C,Comercial,3,1622,3811,1839,2434,2297,716,227,534,257,341,322,100,4,1,3,No
3248,Ciudad A,Residencial,2,1236,1289,532,1578,3244,2617,173,180,74,221,454,366,0,1,1,No
3249,Ciudad A,Residencial,3,1671,654,2600,3220,543,2470,234,92,364,451,76,346,1,1,0,No
3250,Ciudad A,Comercial,1,920,1558,3646,3254,3564,2800,129,218,510,456,499,392,3,3,2,Si
3251,Ciudad A,Residencial,2,3925,2795,1805,1024,2689,1736,550,391,253,143,376,243,1,1,1,No
3252,Ciudad B,Residencial,3,876,2138,2279,2944,3484,1928,123,299,319,412,488,270,3,2,2,No
3253,Ciudad A,Residencial,3,3002,2479,1532,1717,505,1266,420,347,214,240,71,177,0,0,1,No
3254,Ciudad C,Comercial,2,2214,3705,3755,1116,1056,2140,310,519,526,156,148,300,4,1,0,Si
3255,Ciudad B,Residencial,3,2760,3270,1708,908,752,3929,386,458,239,127,105,550,0,3,1,No
3256,Ciudad A,Residencial,4,1909,1555,3888,3497,1715,2807,267,218,544,490,240,393,1,0,1,No
3257,Ciudad C,Comercial,3,1823,500,3006,1442,3971,684,255,70,421,202,556,96,0,3,2,No
3258,Ciudad B,Residencial,4,951,1949,1300,3887,1056,1729,133,273,182,544,148,242,1,0,1,No
3259,Ciudad A,Comercial,3,2680,3627,1156,1792,3534,1476,375,508,162,251,495,207,0,0,0,No
3260,Ciudad C,Residencial,2,786,1046,2903,2642,3800,1990,110,146,406,370,532,279,1,3,3,Si
3261,Ciudad A,Residencial,4,2978,2948,1526,1128,898,2621,417,413,214,158,126,367,0,0,0,No
3262,Ciudad A,Comercial,1,3862,2950,552,2238,3139,2894,541,413,77,313,439,405,1,3,2,Si
3263,Ciudad A,Residencial,4,811,613,1657,3975,3472,1793,114,86,232,557,486,251,0,0,0,No
3264,Ciudad A,Residencial,3,1297,1908,3377,2606,1994,2191,182,267,473,365,279,307,3,3,3,No
3265,Ciudad B,Residencial,3,2400,3014,780,1767,2589,978,336,422,109,247,362,137,0,2,0,No
3266,Ciudad A,Comercial,2,1701,2561,2028,3316,3475,1574,238,359,284,464,487,220,0,1,1,No
3267,Ciudad C,Residencial,2,1666,2693,3892,1841,2731,3318,233,377,545,258,382,465,0,3,1,Si
3268,Ciudad B,Residencial,4,3138,2244,1082,2263,1821,2510,439,314,151,317,255,351,0,0,1,No
3269,Ciudad A,Comercial,3,3822,1654,2669,1258,1832,554,535,232,374,176,256,78,1,0,0,No
3270,Ciudad C,Residencial,3,789,3354,2464,624,2050,1776,110,470,345,87,287,249,1,1,2,No
3271,Ciudad B,Comercial,4,2428,1122,2666,2535,1881,2315,340,157,373,355,263,324,0,0,0,No
3272,Ciudad A,Residencial,1,2805,578,1673,2621,3113,2521,393,81,234,367,436,353,1,2,3,Si
3273,Ciudad C,Residencial,4,1569,1757,3964,2760,2592,2680,220,246,555,386,363,375,0,1,0,No
3274,Ciudad A,Comercial,3,2735,1895,871,2303,1080,3455,383,265,122,322,151,484,3,2,1,No
3275,Ciudad A,Residencial,1,835,2470,1148,3876,2307,3693,117,346,161,543,323,517,0,1,0,Si
3276,Ciudad A,Residencial,2,1471,3525,1710,2625,738,3410,206,494,239,368,103,477,0,0,0,No
3277,Ciudad A,Residencial,2,3835,1734,3060,3235,1259,1095,537,243,428,453,176,153,2,2,1,Si
3278,Ciudad B,Comercial,3,2996,3188,1235,833,1992,1275,419,446,173,117,279,179,1,0,0,No
3279,Ciudad A,Residencial,2,1323,3512,1953,2834,2844,3111,185,492,273,397,398,436,1,1,0,No
3280,Ciudad C,Residencial,2,3849,3601,2072,3312,3572,3674,539,504,290,464,500,514,3,1,3,Si
3281,Ciudad B,Comercial,3,951,1895,823,2140,2325,2539,133,265,115,300,326,355,0,0,0,No
3282,Ciudad A,Residencial,3,2970,1706,1928,3101,1478,578,416,239,270,434,207,81,3,3,1,No
3283,Ciudad C,Comercial,3,1923,3699,738,2624,2393,1426,269,518,103,367,335,200,1,0,0,No
3284,Ciudad B,Residencial,3,2317,3497,3424,2188,2084,2287,324,490,479,306,292,320,0,3,1,No
3285,Ciudad A,Residencial,1,3292,3839,1091,2544,2506,2676,461,537,153,356,351,375,4,2,3,Si
3286,Ciudad C,Comercial,4,2693,3412,1499,748,1615,3123,377,478,210,105,226,437,1,1,1,No
3287,Ciudad A,Residencial,3,1305,707,3976,3465,1950,3867,183,99,557,485,273,541,0,3,2,No
3288,Ciudad A,Residencial,3,3987,2479,2880,3106,2921,2363,558,347,403,435,409,331,0,0,0,No
3289,Ciudad A,Residencial,2,1503,3582,2231,3709,3155,1599,210,501,312,519,442,224,0,1,0,No
3290,Ciudad A,Comercial,3,3169,3039,3684,1898,1223,1866,444,425,516,266,171,261,3,2,0,No
3291,Ciudad B,Residencial,4,3287,3168,3916,2860,2296,1755,460,444,548,400,321,246,1,0,0,No
3292,Ciudad A,Residencial,2,3947,3673,1574,2998,3179,3379,553,514,220,420,445,473,3,1,2,Si
3293,Ciudad C,Comercial,2,1256,2840,1232,707,1177,978,176,398,172,99,165,137,1,0,1,No
3294,Ciudad B,Residencial,2,2780,2560,765,3793,564,3465,389,358,107,531,79,485,1,0,2,Si
3295,Ciudad A,Comercial,3,527,1513,3580,3683,1714,3919,74,212,501,516,240,549,3,2,0,No
3296,Ciudad C,Residencial,4,2638,3735,2243,1282,634,3407,369,523,314,179,89,477,0,0,1,No
3297,Ciudad B,Residencial,2,913,2600,1317,2210,2498,3214,128,364,184,309,350,450,0,2,2,Si
3298,Ciudad A,Comercial,2,3210,2037,2614,784,1057,2059,449,285,366,110,148,288,0,0,0,No
3299,Ciudad C,Residencial,3,1481,3647,671,2321,3201,2371,207,511,94,325,448,332,1,1,1,No
3300,Ciudad A,Residencial,1,3453,1170,1437,2529,3325,2829,483,164,201,354,466,396,3,2,1,Si
3301,Ciudad A,Residencial,2,740,2630,645,1505,2688,590,104,368,90,211,376,83,1,0,0,No
3302,Ciudad A,Comercial,2,3257,1217,1418,1398,1321,3156,456,170,199,196,185,442,3,0,1,Si
3303,Ciudad A,Residencial,4,3966,749,1000,1001,916,3185,555,105,140,140,128,446,0,0,0,No
3304,Ciudad B,Residencial,3,3263,3813,3118,1759,1931,3844,457,534,437,246,270,538,0,1,3,No
3305,Ciudad A,Comercial,3,757,2096,1206,2318,2823,2287,106,293,169,325,395,320,2,0,3,No
3306,Ciudad C,Residencial,3,2550,1232,1380,929,1465,1739,357,172,193,130,205,243,0,1,0,No
3307,Ciudad B,Comercial,3,2571,3279,2407,1890,1792,1398,360,459,337,265,251,196,2,2,2,No
3308,Ciudad A,Residencial,3,1901,3383,3671,583,1667,2637,266,474,514,82,233,369,1,1,0,No
3309,Ciudad C,Residencial,2,3419,3266,1464,3318,2508,2414,479,457,205,465,351,338,0,0,0,No
3310,Ciudad B,Comercial,3,2787,2841,2065,1138,1165,1995,390,398,289,159,163,279,1,0,0,No
3311,Ciudad A,Residencial,3,844,3536,2257,674,3556,1570,118,495,316,94,498,220,1,1,1,No
3312,Ciudad C,Residencial,3,1229,1950,2249,3755,2549,3200,172,273,315,526,357,448,0,2,1,No
3313,Ciudad A,Residencial,3,665,3464,847,2791,1869,2213,93,485,119,391,262,310,0,1,1,No
3314,Ciudad A,Comercial,2,3645,1469,2813,2346,670,1154,510,206,394,328,94,162,1,3,2,Si
3315,Ciudad A,Residencial,3,1174,3697,637,3354,3769,2802,164,518,89,470,528,392,0,3,1,No
3316,Ciudad A,Residencial,2,1445,2800,2843,1512,1919,3961,202,392,398,212,269,555,1,1,1,No
3317,Ciudad B,Comercial,3,2936,3538,3891,1028,1209,2568,411,495,545,144,169,360,0,0,1,No
3318,Ciudad A,Residencial,4,3779,2214,2373,3838,1608,2028,529,310,332,537,225,284,1,1,1,No
3319,Ciudad C,Comercial,4,3398,2978,2306,3517,2127,2103,476,417,323,492,298,294,0,1,1,No
3320,Ciudad B,Residencial,2,1266,503,3019,3554,523,1272,177,70,423,498,73,178,2,1,0,Si
3321,Ciudad A,Residencial,3,1665,2255,820,2560,3918,2656,233,316,115,358,549,372,1,0,1,No
3322,Ciudad C,Comercial,2,2858,1252,3698,2914,1441,1362,400,175,518,408,202,191,2,2,2,Si
3323,Ciudad B,Residencial,3,1274,2014,1770,1031,1886,3138,178,282,248,144,264,439,0,1,0,No
3324,Ciudad A,Residencial,3,736,983,3163,3866,2711,2466,103,138,443,541,380,345,3,2,2,No
3325,Ciudad C,Residencial,2,2538,2658,1731,814,2690,3917,355,372,242,114,377,548,3,2,0,Si
3326,Ciudad A,Comercial,2,1568,1534,1368,2655,1819,2051,220,215,192,372,255,287,0,0,0,No
3327,Ciudad A,Residencial,2,3509,1067,3331,2667,2116,1705,491,149,466,373,296,239,2,3,2,Si
3328,Ciudad A,Residencial,2,911,2770,849,1571,3914,1819,128,388,119,220,548,255,1,1,1,No
3329,Ciudad A,Comercial,2,2950,972,3667,2994,573,978,413,136,513,419,80,137,0,1,0,No
3330,Ciudad B,Residencial,2,2821,1309,3810,755,1813,1354,395,183,533,106,254,190,2,0,0,Si
3331,Ciudad A,Comercial,2,3634,1576,1172,1648,659,1722,509,221,164,231,92,241,0,0,1,No
3332,Ciudad C,Residencial,3,3449,1764,2585,2080,1888,3523,483,247,362,291,264,493,2,3,2,No
3333,Ciudad B,Residencial,2,1263,2408,1546,1996,1917,1658,177,337,216,279,268,232,0,0,1,No
3334,Ciudad A,Comercial,3,3942,2286,3070,2826,3535,1540,552,320,430,396,495,216,4,1,3,No
3335,Ciudad C,Residencial,3,3384,2162,2757,3907,2397,2652,474,303,386,547,336,371,3,2,3,No
3336,Ciudad B,Residencial,4,1193,938,3543,2466,1399,1320,167,131,496,345,196,185,0,0,0,No
3337,Ciudad A,Residencial,2,2553,1186,1074,905,3295,1047,357,166,150,127,461,147,3,2,0,Si
3338,Ciudad C,Comercial,4,1028,3278,2039,1769,3805,1348,144,459,285,248,533,189,1,1,0,No
3339,Ciudad A,Residencial,2,637,1819,2647,1930,2511,2421,89,255,371,270,352,339,1,0,1,No
3340,Ciudad A,Residencial,2,3394,3719,1753,2427,1471,3609,475,521,245,340,206,505,0,3,3,Si
3341,Ciudad A,Comercial,3,793,1614,2618,1827,982,3785,111,226,367,256,137,530,0,0,0,No
3342,Ciudad A,Residencial,2,1374,1874,1533,3324,916,2894,192,262,215,465,128,405,1,2,2,Si
3343,Ciudad B,Comercial,3,2476,2248,3201,1900,647,1350,347,315,448,266,91,189,1,1,1,No
3344,Ciudad A,Residencial,2,2105,3764,2954,3434,1081,1789,295,527,414,481,151,250,4,2,2,Si
3345,Ciudad C,Residencial,2,3395,3468,1885,1563,3659,823,475,486,264,219,512,115,0,0,1,Si
3346,Ciudad B,Comercial,2,1355,1096,1019,3896,973,925,190,153,143,545,136,130,0,1,1,No
3347,Ciudad A,Residencial,2,1848,2437,2874,2757,3111,2779,259,341,402,386,436,389,4,3,3,Si
3348,Ciudad C,Residencial,2,782,2128,3024,3055,3278,1181,109,298,423,428,459,165,1,0,1,No
3349,Ciudad B,Residencial,4,3273,2147,1425,3576,2852,2772,458,301,200,501,399,388,0,1,1,No
3350,Ciudad A,Comercial,2,785,3319,773,3851,3635,1542,110,465,108,539,509,216,4,0,3,Si
3351,Ciudad C,Residencial,4,2309,3772,2592,3214,3313,2265,323,528,363,450,464,317,0,1,1,No
3352,Ciudad A,Residencial,2,880,2454,1276,2328,1659,2202,123,344,179,326,232,308,1,1,1,Si
3353,Ciudad A,Comercial,3,1869,2357,3546,1454,3777,2736,262,330,496,204,529,383,1,0,1,No
3354,Ciudad A,Residencial,2,528,3267,3273,3126,2189,613,74,457,458,438,306,86,3,1,3,Si
3355,Ciudad A,Comercial,1,883,3434,3952,801,3598,2260,124,481,553,112,504,316,0,2,3,Si
3356,Ciudad B,Residencial,3,3231,3754,1928,2149,2404,2224,452,526,270,301,337,311,1,1,0,No
3357,Ciudad A,Residencial,2,1144,3609,651,3280,2012,2641,160,505,91,459,282,370,2,1,1,Si
3358,Ciudad C,Comercial,3,1119,692,2700,1952,913,727,157,97,378,273,128,102,1,0,1,No
3359,Ciudad B,Residencial,2,3137,1946,2236,686,1385,2990,439,272,313,96,194,419,1,0,0,No
3360,Ciudad A,Residencial,1,1044,2154,2662,3012,2825,1514,146,302,373,422,396,212,2,2,0,Si
3361,Ciudad C,Residencial,3,1686,3825,3048,3491,2708,3156,236,536,427,489,379,442,0,0,1,No
3362,Ciudad B,Comercial,1,1690,3498,1541,3562,3073,2770,237,490,216,499,430,388,4,2,1,Si
3363,Ciudad A,Residencial,4,1939,3593,3027,3275,1366,3921,271,503,424,459,191,549,1,1,0,No
3364,Ciudad C,Residencial,3,2922,1563,1798,1902,511,2011,409,219,252,266,72,282,4,1,2,No
3365,Ciudad A,Comercial,1,2790,3805,3611,2690,1707,1116,391,533,506,377,239,156,4,1,2,Si
3366,Ciudad A,Residencial,2,1941,2344,940,2760,3278,3083,272,328,132,386,459,432,1,1,0,No
3367,Ciudad A,Comercial,1,980,2901,2149,2463,2296,2967,137,406,301,345,321,415,4,1,1,Si
3368,Ciudad A,Residencial,4,3514,2168,1624,3175,3324,1164,492,304,227,445,465,163,0,1,1,No
3369,Ciudad B,Residencial,3,2853,3628,701,3034,959,2549,399,508,98,425,134,357,0,1,0,No
3370,Ciudad A,Comercial,2,1164,1782,515,673,2263,3143,163,249,72,94,317,440,2,1,0,Si
3371,Ciudad C,Residencial,4,765,3899,568,1736,3723,1011,107,546,80,243,521,142,1,1,1,No
3372,Ciudad B,Residencial,2,575,2717,3415,1698,2949,1174,81,380,478,238,413,164,0,2,1,Si
3373,Ciudad A,Residencial,3,3502,3429,666,710,725,1185,490,480,93,99,102,166,1,0,1,No
3374,Ciudad C,Comercial,2,2880,972,3078,3256,509,1334,403,136,431,456,71,187,3,0,3,Si
3375,Ciudad B,Residencial,2,1165,1877,2930,3340,3276,3860,163,263,410,468,459,540,0,0,2,Si
3376,Ciudad A,Residencial,3,899,2002,3242,1561,1670,805,126,280,454,219,234,113,0,1,0,No
3377,Ciudad C,Comercial,2,2475,777,587,2770,953,1041,347,109,82,388,133,146,1,2,1,Si
3378,Ciudad A,Residencial,3,2996,1480,1057,2055,3590,3611,419,207,148,288,503,506,1,0,0,No
3379,Ciudad A,Comercial,2,852,2010,1840,1055,788,3356,119,281,258,148,110,470,0,1,1,No
3380,Ciudad A,Residencial,3,1931,514,2660,1280,3328,2339,270,72,372,179,466,327,4,2,1,No
3381,Ciudad A,Residencial,3,2713,728,863,1737,579,2842,380,102,121,243,81,398,0,0,1,No
3382,Ciudad B,Comercial,3,1698,1989,3472,3525,3867,531,238,278,486,494,541,74,1,3,0,No
3383,Ciudad A,Residencial,3,2283,1439,2213,720,1031,3250,320,201,310,101,144,455,0,1,1,No
3384,Ciudad C,Residencial,3,1493,2209,3615,1338,2076,2014,209,309,506,187,291,282,2,1,2,No
